Date,Open,High,Low,Close,Volume,Weekly_Return,Volatility_4W,Search,Interest_MA4,is_fashion_week,Search_Lag_1
2023-09-03,2190.76,2225.74,2162.77,2180.76,5064918,0.0069,0.0296,59.0,61.5,False,62.0
2023-09-10,2190.76,2226.74,2063.83,2124.8,7558315,-0.0257,0.0263,61.0,60.75,False,59.0
2023-09-17,2144.78,2184.76,2069.83,2156.78,7939181,0.0151,0.0183,61.0,60.75,False,61.0
2023-09-24,2119.8,2150.78,1977.88,2003.86,9512822,-0.0709,0.039,61.0,60.5,False,61.0
2023-10-01,1988.87,1994.37,1867.94,1907.42,10085353,-0.0481,0.0367,60.0,60.75,False,61.0
2023-10-08,1943.4,1945.9,1797.48,1832.46,8406611,-0.0393,0.0365,61.0,60.75,False,60.0
2023-10-15,1809.47,1847.95,1746.01,1755.01,8151141,-0.0423,0.0143,66.0,62.0,False,61.0
2023-10-22,1766.5,1778.49,1704.53,1727.02,9753462,-0.0159,0.0141,64.0,62.75,False,66.0
2023-10-29,1734.02,1742.51,1682.55,1693.04,8608234,-0.0197,0.0134,67.0,64.5,False,64.0
2023-11-05,1706.53,1750.01,1668.01,1719.53,6906129,0.0156,0.0238,72.0,67.25,False,67.0
2023-11-12,1728.02,1749.01,1649.57,1676.55,6341340,-0.025,0.0183,74.0,69.25,False,72.0
2023-11-19,1687.04,1743.51,1511.64,1563.61,11266513,-0.0674,0.034,89.0,75.5,False,74.0
2023-11-26,1560.12,1602.59,1506.65,1527.13,8028298,-0.0233,0.0339,84.0,79.75,False,89.0
2023-12-03,1525.14,1534.13,1434.69,1497.65,11787340,-0.0193,0.0226,86.0,83.25,False,84.0
2023-12-10,1490.66,1527.13,1451.18,1517.64,10953198,0.0133,0.0332,87.0,86.5,False,86.0
2023-12-17,1510.64,1578.3,1483.84,1522.82,14849656,0.0034,0.0177,94.0,87.75,False,87.0
2023-12-24,1529.32,1534.32,1413.87,1419.87,16509946,-0.0676,0.036,94.0,90.25,False,94.0
2023-12-31,1424.87,1435.36,1404.88,1415.37,2072101,-0.0032,0.0367,73.0,87.0,False,94.0
