Date,Open,High,Low,Close,Volume,Weekly_Return,Volatility_4W,Search,Interest_MA4,is_fashion_week,Search_Lag_1
2023-05-28,1968.9,1992.39,1806.46,1917.24,410824,-0.0216,0.0175,59.0,56.75,False,57.0
2023-06-04,1923.3,1941.5,1845.02,1915.28,433038,-0.001,0.0148,60.0,57.5,False,59.0
2023-06-11,1910.19,1913.13,1815.07,1875.35,226579,-0.0208,0.017,64.0,60.0,False,60.0
2023-06-18,1891.6,1969.39,1876.92,1943.46,447607,0.0363,0.0271,62.0,61.25,False,64.0
2023-06-25,1931.72,1942.68,1836.6,1860.67,242898,-0.0426,0.0335,62.0,62.0,False,62.0
2023-07-02,1868.89,1956.77,1856.17,1947.38,256116,0.0466,0.0434,65.0,63.25,False,62.0
2023-07-09,1941.7,1946.79,1792.37,1822.31,296404,-0.0642,0.0556,64.0,63.25,False,65.0
2023-07-16,1812.14,1957.16,1799.61,1953.44,229261,0.072,0.0665,71.0,65.5,False,64.0
2023-07-23,1890.03,1909.21,1813.31,1873.98,284973,-0.0407,0.066,61.0,65.25,False,71.0
2023-07-30,1862.24,1978.2,1793.93,1968.42,343926,0.0504,0.0669,61.0,64.25,False,61.0
2023-08-06,1939.94,2006.58,1869.87,1885.72,309682,-0.042,0.0599,65.0,64.5,False,61.0
2023-08-13,1878.87,1934.46,1842.67,1883.57,239054,-0.0011,0.0435,60.0,61.75,False,65.0
2023-08-20,1881.42,1897.86,1794.72,1822.7,212354,-0.0323,0.0416,60.0,61.5,False,60.0
2023-08-27,1823.1,1892.97,1819.57,1842.86,180587,0.0111,0.0252,58.0,60.75,False,60.0
2023-09-03,1866.54,1909.21,1833.86,1845.41,246871,0.0014,0.0188,57.0,58.75,False,58.0
2023-09-10,1858.32,1869.87,1776.12,1809.79,231991,-0.0193,0.0197,58.0,58.25,False,57.0
2023-09-17,1818.01,1882.4,1780.43,1862.83,314197,0.0293,0.0202,56.0,57.25,False,58.0
2023-09-24,1853.63,1861.06,1712.71,1754.6,290133,-0.0581,0.0368,56.0,56.75,False,56.0
2023-10-01,1740.11,1746.96,1647.93,1692.75,366886,-0.0353,0.037,55.0,56.25,False,56.0
2023-10-08,1703.12,1718.78,1658.69,1718.78,242249,0.0154,0.0413,59.0,56.5,False,55.0
2023-10-15,1702.73,1746.96,1663.98,1669.26,273500,-0.0288,0.0308,58.0,57.0,False,59.0
2023-10-22,1671.22,1677.29,1615.05,1618.77,317989,-0.0302,0.0236,58.0,57.5,False,58.0
2023-10-29,1620.73,1748.53,1605.85,1711.34,322179,0.0572,0.0417,53.0,57.0,False,58.0
2023-11-05,1714.08,1800.2,1706.06,1775.73,247733,0.0376,0.0451,63.0,58.0,False,53.0
2023-11-12,1786.5,1841.69,1754.4,1805.87,243502,0.017,0.0375,62.0,59.0,False,63.0
2023-11-19,1813.11,1908.23,1806.26,1883.38,288456,0.0429,0.0167,67.0,61.25,False,62.0
2023-11-26,1881.03,1938.96,1880.05,1909.41,180254,0.0138,0.0146,70.0,65.5,False,67.0
2023-12-03,1909.21,1918.02,1830.14,1874.18,288976,-0.0185,0.0252,76.0,68.75,False,70.0
2023-12-10,1869.09,1948.16,1861.26,1939.94,216583,0.0351,0.0275,72.0,71.25,False,76.0
2023-12-17,1939.35,2019.3,1932.7,1980.16,348756,0.0207,0.0227,74.0,73.0,False,72.0
2023-12-24,1974.29,1982.12,1892.77,1899.62,234094,-0.0407,0.0349,67.0,72.25,False,74.0
2023-12-31,1899.62,1912.93,1867.72,1877.7,99353,-0.0115,0.0339,65.0,69.5,False,67.0
